timestamp,electricity_kwh,gas_m3,production_ton
2023-02-15 15:00:00,548.86,73.07,23.89
2023-02-15 16:00:00,590.77,74.69,22.87
2023-02-15 17:00:00,559.1,77.19,23.2
2023-02-15 18:00:00,572.42,74.86,21.11
2023-02-15 19:00:00,551.91,81.21,19.38
2023-02-15 20:00:00,546.54,82.61,20.95
2023-02-15 21:00:00,531.51,75.42,19.1
2023-02-15 22:00:00,534.77,81.21,21.6
2023-02-15 23:00:00,530.39,88.47,17.6
2023-02-16 00:00:00,506.93,84.53,18.85
2023-02-16 01:00:00,510.81,85.65,16.6
2023-02-16 02:00:00,498.83,92.01,17.13
2023-02-16 03:00:00,539.41,89.7,15.71
2023-02-16 04:00:00,502.35,96.38,15.7
2023-02-16 05:00:00,527.59,90.65,17.8
2023-02-16 06:00:00,504.07,91.34,17.45
2023-02-16 07:00:00,515.18,95.49,19.44
2023-02-16 08:00:00,497.18,92.28,20.77
2023-02-16 09:00:00,517.02,91.04,18.14
2023-02-16 10:00:00,534.18,82.32,22.09
2023-02-16 11:00:00,562.17,85.83,20.35
2023-02-16 12:00:00,548.63,88.02,21.72
2023-02-16 13:00:00,572.07,80.19,20.92
2023-02-16 14:00:00,565.63,83.45,21.25
2023-02-16 15:00:00,583.49,80.28,20.67
2023-02-16 16:00:00,559.42,77.37,22.41
2023-02-16 17:00:00,595.44,82.02,22.67
2023-02-16 18:00:00,549.72,75.81,21.68
2023-02-16 19:00:00,541.21,76.33,19.35
2023-02-16 20:00:00,528.85,77.33,18.43
2023-02-16 21:00:00,575.24,79.62,20.01
2023-02-16 22:00:00,545.27,83.68,20.17
2023-02-16 23:00:00,520.61,77.78,18.8
2023-02-17 00:00:00,537.43,88.04,20.12
2023-02-17 01:00:00,523.0,87.31,17.36
2023-02-17 02:00:00,537.47,90.94,17.48
2023-02-17 03:00:00,481.7,99.03,16.97
2023-02-17 04:00:00,499.72,90.14,16.16
2023-02-17 05:00:00,497.47,88.44,17.2
2023-02-17 06:00:00,477.39,93.68,18.88
2023-02-17 07:00:00,527.2,93.96,19.55
2023-02-17 08:00:00,512.94,94.98,19.65
2023-02-17 09:00:00,534.82,88.77,21.9
2023-02-17 10:00:00,566.42,86.09,21.33
2023-02-17 11:00:00,533.08,81.71,21.89
2023-02-17 12:00:00,538.98,80.21,23.92
2023-02-17 13:00:00,553.1,81.47,21.74
2023-02-17 14:00:00,570.83,80.59,24.61
2023-02-17 15:00:00,550.58,86.57,21.83
2023-02-17 16:00:00,550.84,72.15,22.58
2023-02-17 17:00:00,575.45,78.45,20.39
2023-02-17 18:00:00,562.68,74.46,22.42
2023-02-17 19:00:00,522.03,78.05,23.09
2023-02-17 20:00:00,528.62,76.14,19.65
2023-02-17 21:00:00,562.79,82.97,19.66
2023-02-17 22:00:00,539.01,84.6,18.96
2023-02-17 23:00:00,514.19,82.53,18.24
2023-02-18 00:00:00,516.14,90.04,10.36
2023-02-18 01:00:00,512.88,89.73,11.36
2023-02-18 02:00:00,519.02,93.87,13.0
2023-02-18 03:00:00,484.54,90.51,10.45
2023-02-18 04:00:00,491.08,95.26,11.39
2023-02-18 05:00:00,508.5,90.04,11.58
2023-02-18 06:00:00,505.5,89.96,11.15
2023-02-18 07:00:00,519.87,100.36,12.36
2023-02-18 08:00:00,498.56,88.13,12.04
2023-02-18 09:00:00,529.08,89.13,13.5
2023-02-18 10:00:00,547.39,82.36,13.42
2023-02-18 11:00:00,545.68,84.11,12.29
2023-02-18 12:00:00,547.39,81.52,12.22
2023-02-18 13:00:00,549.88,80.58,12.12
2023-02-18 14:00:00,543.5,82.05,14.39
2023-02-18 15:00:00,558.0,81.24,15.95
2023-02-18 16:00:00,579.2,74.55,14.01
2023-02-18 17:00:00,557.81,74.51,14.39
2023-02-18 18:00:00,543.65,80.79,13.59
2023-02-18 19:00:00,545.32,83.24,12.97
2023-02-18 20:00:00,550.01,82.47,16.15
2023-02-18 21:00:00,534.67,73.58,12.04
2023-02-18 22:00:00,540.26,85.16,10.87
2023-02-18 23:00:00,533.47,89.42,10.95
2023-02-19 00:00:00,532.03,79.06,11.71
2023-02-19 01:00:00,534.03,90.86,10.62
2023-02-19 02:00:00,522.92,89.79,11.46
2023-02-19 03:00:00,490.9,89.51,10.17
2023-02-19 04:00:00,490.15,92.3,10.41
2023-02-19 05:00:00,503.27,94.28,10.46
2023-02-19 06:00:00,500.23,97.05,11.51
2023-02-19 07:00:00,494.22,96.6,12.88
2023-02-19 08:00:00,510.37,86.65,13.48
2023-02-19 09:00:00,516.61,88.39,14.69
2023-02-19 10:00:00,520.94,89.33,11.93
2023-02-19 11:00:00,533.64,92.57,12.73
2023-02-19 12:00:00,562.98,75.45,13.28
2023-02-19 13:00:00,554.31,80.79,14.68
2023-02-19 14:00:00,593.1,75.65,13.59
2023-02-19 15:00:00,561.64,74.55,14.12
2023-02-19 16:00:00,555.95,81.52,15.7
2023-02-19 17:00:00,559.65,75.41,15.97
2023-02-19 18:00:00,560.85,68.83,15.21
2023-02-19 19:00:00,559.23,76.72,14.36
2023-02-19 20:00:00,578.15,85.2,12.71
2023-02-19 21:00:00,527.59,73.02,13.03
2023-02-19 22:00:00,545.87,82.87,13.86
2023-02-19 23:00:00,528.74,88.42,12.82
2023-02-20 00:00:00,495.13,84.83,18.94
2023-02-20 01:00:00,524.24,93.82,18.54
2023-02-20 02:00:00,527.0,86.69,16.71
2023-02-20 03:00:00,492.06,95.72,17.76
2023-02-20 04:00:00,503.56,96.16,16.65
2023-02-20 05:00:00,478.53,92.61,18.12
2023-02-20 06:00:00,488.12,87.79,19.35
2023-02-20 07:00:00,527.01,89.22,20.36
2023-02-20 08:00:00,510.0,83.72,19.94
2023-02-20 09:00:00,507.1,92.74,20.47
2023-02-20 10:00:00,534.46,90.66,22.44
2023-02-20 11:00:00,530.54,87.35,20.46
2023-02-20 12:00:00,538.24,84.57,23.86
2023-02-20 13:00:00,562.41,87.68,22.75
2023-02-20 14:00:00,538.59,82.04,23.06
2023-02-20 15:00:00,545.5,77.4,22.46
2023-02-20 16:00:00,562.61,78.59,21.49
2023-02-20 17:00:00,574.13,84.44,24.36
2023-02-20 18:00:00,575.57,79.18,22.61
2023-02-20 19:00:00,542.73,75.91,21.06
2023-02-20 20:00:00,561.06,77.92,21.2
2023-02-20 21:00:00,528.51,80.96,19.6
2023-02-20 22:00:00,560.37,79.53,17.18
2023-02-20 23:00:00,508.62,81.15,18.29
2023-02-21 00:00:00,538.63,84.96,16.19
2023-02-21 01:00:00,502.83,92.39,17.69
2023-02-21 02:00:00,538.18,91.77,19.01
2023-02-21 03:00:00,513.79,89.22,16.23
2023-02-21 04:00:00,488.46,94.97,18.05
2023-02-21 05:00:00,496.58,92.76,16.63
2023-02-21 06:00:00,518.72,94.21,17.85
2023-02-21 07:00:00,527.08,93.62,17.45
2023-02-21 08:00:00,515.94,84.54,19.97
2023-02-21 09:00:00,524.4,79.99,21.62
2023-02-21 10:00:00,542.39,89.79,21.01
2023-02-21 11:00:00,540.35,84.09,22.14
2023-02-21 12:00:00,525.9,79.26,22.76
2023-02-21 13:00:00,539.12,80.05,22.3
2023-02-21 14:00:00,559.55,84.24,24.47
2023-02-21 15:00:00,577.32,80.6,22.38
2023-02-21 16:00:00,584.54,80.77,21.01
2023-02-21 17:00:00,571.28,78.86,21.49
2023-02-21 18:00:00,561.31,73.78,22.86
2023-02-21 19:00:00,563.94,79.99,21.04
2023-02-21 20:00:00,537.0,80.12,20.89
2023-02-21 21:00:00,537.97,78.93,19.71
2023-02-21 22:00:00,520.62,81.21,19.44
2023-02-21 23:00:00,506.89,85.7,19.81
2023-02-22 00:00:00,523.7,82.38,19.71
2023-02-22 01:00:00,515.46,90.88,16.24
2023-02-22 02:00:00,518.3,90.98,18.22
2023-02-22 03:00:00,513.11,90.66,17.24
2023-02-22 04:00:00,507.34,97.29,15.63
2023-02-22 05:00:00,512.76,88.2,18.0
2023-02-22 06:00:00,506.36,91.39,20.1
2023-02-22 07:00:00,517.49,90.34,17.61
2023-02-22 08:00:00,506.11,93.18,18.95
2023-02-22 09:00:00,529.27,94.8,18.07
2023-02-22 10:00:00,541.05,85.56,20.64
2023-02-22 11:00:00,528.33,98.64,21.69
2023-02-22 12:00:00,546.08,82.68,24.49
2023-02-22 13:00:00,541.96,84.19,21.48
2023-02-22 14:00:00,548.12,81.01,24.05
2023-02-22 15:00:00,542.21,79.5,23.36
2023-02-22 16:00:00,579.29,75.3,25.58
2023-02-22 17:00:00,575.58,81.01,22.81
2023-02-22 18:00:00,565.06,74.01,22.06
2023-02-22 19:00:00,582.29,71.08,22.52
2023-02-22 20:00:00,544.16,74.14,21.36
2023-02-22 21:00:00,585.75,84.4,21.12
2023-02-22 22:00:00,529.57,85.38,19.9
2023-02-22 23:00:00,529.45,75.9,16.73
2023-02-23 00:00:00,512.73,87.85,18.51
2023-02-23 01:00:00,518.27,80.13,18.0
2023-02-23 02:00:00,520.51,88.9,16.21
2023-02-23 03:00:00,503.21,86.43,17.35
2023-02-23 04:00:00,530.35,95.05,14.9
2023-02-23 05:00:00,508.0,94.67,17.71
2023-02-23 06:00:00,511.06,96.43,18.7
2023-02-23 07:00:00,497.66,91.69,19.65
2023-02-23 08:00:00,523.28,91.26,20.06
2023-02-23 09:00:00,521.72,85.41,18.94
2023-02-23 10:00:00,521.9,85.39,19.02
2023-02-23 11:00:00,526.73,90.39,22.63
2023-02-23 12:00:00,585.38,86.29,22.61
2023-02-23 13:00:00,547.37,83.29,23.19
2023-02-23 14:00:00,534.16,85.42,24.92
2023-02-23 15:00:00,548.61,74.79,21.07
2023-02-23 16:00:00,559.53,80.59,25.06
2023-02-23 17:00:00,567.79,73.15,21.92
2023-02-23 18:00:00,565.32,82.17,23.11
2023-02-23 19:00:00,562.85,79.18,21.48
2023-02-23 20:00:00,537.33,81.45,20.36
2023-02-23 21:00:00,545.38,76.89,18.19
2023-02-23 22:00:00,519.84,88.64,18.42
2023-02-23 23:00:00,516.33,89.92,19.06
2023-02-24 00:00:00,504.93,86.51,18.3
2023-02-24 01:00:00,494.86,91.18,18.54
2023-02-24 02:00:00,523.94,87.94,16.27
2023-02-24 03:00:00,515.25,86.22,17.9
2023-02-24 04:00:00,518.35,94.71,17.18
2023-02-24 05:00:00,505.0,89.51,18.16
2023-02-24 06:00:00,518.65,97.59,18.49
2023-02-24 07:00:00,484.88,96.39,17.93
2023-02-24 08:00:00,529.95,92.75,19.53
2023-02-24 09:00:00,526.38,91.28,20.55
2023-02-24 10:00:00,540.43,92.46,21.72
2023-02-24 11:00:00,544.08,88.03,23.31
2023-02-24 12:00:00,530.5,83.58,21.36
2023-02-24 13:00:00,528.85,77.63,21.2
2023-02-24 14:00:00,545.34,84.36,24.44
2023-02-24 15:00:00,567.56,80.63,21.46
2023-02-24 16:00:00,570.65,87.72,24.14
2023-02-24 17:00:00,539.07,76.94,21.51
2023-02-24 18:00:00,542.28,78.06,21.37
2023-02-24 19:00:00,541.86,78.41,21.41
2023-02-24 20:00:00,541.64,80.35,19.03
2023-02-24 21:00:00,519.84,75.96,18.84
2023-02-24 22:00:00,511.65,80.73,17.22
2023-02-24 23:00:00,513.29,85.83,19.3
2023-02-25 00:00:00,519.99,83.84,11.61
2023-02-25 01:00:00,494.97,89.84,11.33
2023-02-25 02:00:00,506.24,89.34,11.04
2023-02-25 03:00:00,520.8,92.06,11.03
2023-02-25 04:00:00,484.17,95.96,10.54
2023-02-25 05:00:00,501.31,91.93,12.46
2023-02-25 06:00:00,522.37,87.92,9.51
2023-02-25 07:00:00,505.02,91.8,10.29
2023-02-25 08:00:00,508.39,89.04,14.13
2023-02-25 09:00:00,541.18,83.22,13.32
2023-02-25 10:00:00,526.43,88.63,11.08
2023-02-25 11:00:00,554.94,87.77,14.36
2023-02-25 12:00:00,551.74,88.57,12.47
2023-02-25 13:00:00,546.18,78.94,16.25
2023-02-25 14:00:00,563.21,81.31,15.99
2023-02-25 15:00:00,563.89,83.29,17.47
2023-02-25 16:00:00,575.61,76.06,14.52
2023-02-25 17:00:00,551.37,79.15,13.23
2023-02-25 18:00:00,557.62,82.59,13.73
2023-02-25 19:00:00,551.78,70.75,13.35
2023-02-25 20:00:00,557.56,79.03,13.97
2023-02-25 21:00:00,524.89,83.41,10.8
2023-02-25 22:00:00,548.24,79.77,12.49
2023-02-25 23:00:00,532.62,87.78,10.81
2023-02-26 00:00:00,498.94,87.22,11.01
2023-02-26 01:00:00,530.81,93.26,12.97
2023-02-26 02:00:00,541.49,91.04,12.32
2023-02-26 03:00:00,519.94,97.14,11.93
2023-02-26 04:00:00,525.1,92.98,11.88
2023-02-26 05:00:00,505.69,87.94,10.99
2023-02-26 06:00:00,482.08,90.79,11.56
2023-02-26 07:00:00,483.63,96.29,10.14
2023-02-26 08:00:00,520.83,95.42,11.01
2023-02-26 09:00:00,514.85,89.57,13.15
2023-02-26 10:00:00,517.3,95.32,12.16
2023-02-26 11:00:00,537.44,85.83,14.8
2023-02-26 12:00:00,554.54,86.62,14.32
2023-02-26 13:00:00,529.53,84.45,14.33
2023-02-26 14:00:00,549.29,76.34,14.16
2023-02-26 15:00:00,581.73,78.96,15.49
2023-02-26 16:00:00,544.17,86.4,15.7
2023-02-26 17:00:00,572.64,74.04,13.63
2023-02-26 18:00:00,549.73,79.19,13.75
2023-02-26 19:00:00,560.89,73.23,13.75
2023-02-26 20:00:00,563.46,74.81,13.89
2023-02-26 21:00:00,551.39,74.39,13.37
2023-02-26 22:00:00,546.62,84.29,12.37
2023-02-26 23:00:00,508.35,79.88,12.87
2023-02-27 00:00:00,535.4,89.44,17.72
2023-02-27 01:00:00,499.89,85.21,15.73
2023-02-27 02:00:00,511.87,89.45,18.71
2023-02-27 03:00:00,508.79,92.1,18.18
2023-02-27 04:00:00,510.98,86.27,15.45
2023-02-27 05:00:00,509.46,93.44,17.62
2023-02-27 06:00:00,494.34,94.22,19.44
2023-02-27 07:00:00,491.05,96.72,18.13
2023-02-27 08:00:00,530.09,88.57,20.15
2023-02-27 09:00:00,526.52,87.8,21.33
2023-02-27 10:00:00,548.26,91.31,21.1
2023-02-27 11:00:00,537.71,92.01,24.07
2023-02-27 12:00:00,524.22,82.93,22.9
2023-02-27 13:00:00,565.81,78.61,22.72
2023-02-27 14:00:00,550.46,79.89,22.7
2023-02-27 15:00:00,564.21,75.8,22.94
2023-02-27 16:00:00,550.59,79.46,22.22
2023-02-27 17:00:00,584.26,73.49,21.26
2023-02-27 18:00:00,543.85,80.41,21.04
2023-02-27 19:00:00,547.64,78.02,21.33
2023-02-27 20:00:00,548.61,81.59,21.74
2023-02-27 21:00:00,523.89,70.86,20.39
2023-02-27 22:00:00,537.94,74.85,19.43
2023-02-27 23:00:00,549.8,87.45,21.04
2023-02-28 00:00:00,511.34,82.48,19.9
2023-02-28 01:00:00,518.61,81.94,16.31
2023-02-28 02:00:00,466.74,88.29,17.95
2023-02-28 03:00:00,504.33,91.51,15.58
2023-02-28 04:00:00,499.0,91.38,17.42
2023-02-28 05:00:00,492.13,94.37,15.75
2023-02-28 06:00:00,523.22,94.16,17.15
2023-02-28 07:00:00,506.4,93.71,19.25
2023-02-28 08:00:00,514.34,96.65,18.68
2023-02-28 09:00:00,518.07,90.61,18.71
2023-02-28 10:00:00,502.27,88.85,19.95
2023-02-28 11:00:00,521.4,89.88,20.37
2023-02-28 12:00:00,559.72,86.93,22.62
2023-02-28 13:00:00,519.67,79.77,24.04
2023-02-28 14:00:00,544.52,80.68,22.66
2023-02-28 15:00:00,553.09,80.88,24.24
2023-02-28 16:00:00,586.46,76.02,22.21
2023-02-28 17:00:00,571.12,75.39,22.48
2023-02-28 18:00:00,548.64,72.13,24.26
2023-02-28 19:00:00,572.27,67.18,21.29
2023-02-28 20:00:00,535.89,76.76,22.06
2023-02-28 21:00:00,555.41,79.79,19.14
2023-02-28 22:00:00,512.6,77.17,19.2
2023-02-28 23:00:00,541.72,87.75,17.47
2023-03-01 00:00:00,510.61,81.34,17.96
2023-03-01 01:00:00,495.25,90.26,17.69
2023-03-01 02:00:00,502.72,90.47,18.01
2023-03-01 03:00:00,507.08,98.27,16.31
2023-03-01 04:00:00,494.28,93.82,16.9
2023-03-01 05:00:00,510.72,87.67,18.83
2023-03-01 06:00:00,496.26,96.69,16.43
2023-03-01 07:00:00,518.6,98.67,15.53
2023-03-01 08:00:00,521.63,85.73,18.44
2023-03-01 09:00:00,520.81,92.89,20.73
2023-03-01 10:00:00,522.4,92.01,20.88
2023-03-01 11:00:00,538.65,86.33,20.35
2023-03-01 12:00:00,551.56,76.52,22.21
2023-03-01 13:00:00,580.25,81.89,22.16
2023-03-01 14:00:00,568.11,78.97,21.02
2023-03-01 15:00:00,571.72,84.7,22.59
2023-03-01 16:00:00,604.63,77.76,23.79
2023-03-01 17:00:00,565.33,75.83,22.26
2023-03-01 18:00:00,562.27,74.95,20.31
2023-03-01 19:00:00,561.27,78.41,23.57
2023-03-01 20:00:00,529.87,78.27,19.58
2023-03-01 21:00:00,531.61,76.58,20.45
2023-03-01 22:00:00,523.39,81.92,20.23
2023-03-01 23:00:00,533.34,80.98,19.01
2023-03-02 00:00:00,514.09,75.93,17.6
2023-03-02 01:00:00,512.75,89.41,15.22
2023-03-02 02:00:00,522.29,91.01,18.51
2023-03-02 03:00:00,515.86,91.36,15.6
2023-03-02 04:00:00,499.27,90.38,18.27
2023-03-02 05:00:00,492.36,92.48,18.73
2023-03-02 06:00:00,522.03,95.87,16.41
2023-03-02 07:00:00,520.9,90.52,17.02
2023-03-02 08:00:00,490.91,94.94,18.75
2023-03-02 09:00:00,517.03,85.49,21.1
2023-03-02 10:00:00,531.5,89.59,20.06
2023-03-02 11:00:00,548.06,87.16,21.61
2023-03-02 12:00:00,556.95,88.51,21.52
2023-03-02 13:00:00,553.58,79.71,23.54
2023-03-02 14:00:00,562.8,78.17,22.14
2023-03-02 15:00:00,558.05,74.46,22.14
2023-03-02 16:00:00,548.19,76.09,21.66
2023-03-02 17:00:00,553.67,78.17,21.32
2023-03-02 18:00:00,555.28,70.71,23.4
2023-03-02 19:00:00,550.19,75.72,21.07
2023-03-02 20:00:00,516.72,80.21,19.64
2023-03-02 21:00:00,532.31,78.98,17.99
2023-03-02 22:00:00,531.82,81.26,18.9
2023-03-02 23:00:00,519.4,77.66,17.51
2023-03-03 00:00:00,513.0,84.65,16.67
2023-03-03 01:00:00,518.0,87.17,16.47
2023-03-03 02:00:00,489.8,88.43,17.25
2023-03-03 03:00:00,478.5,91.19,15.61
2023-03-03 04:00:00,496.48,90.85,16.73
2023-03-03 05:00:00,513.87,91.13,18.46
2023-03-03 06:00:00,530.31,89.36,17.21
2023-03-03 07:00:00,521.03,96.14,17.22
2023-03-03 08:00:00,492.98,87.63,20.49
2023-03-03 09:00:00,518.24,91.21,19.89
2023-03-03 10:00:00,532.87,95.35,20.57
2023-03-03 11:00:00,539.04,90.93,22.13
2023-03-03 12:00:00,551.39,86.78,22.02
2023-03-03 13:00:00,535.56,83.8,22.68
2023-03-03 14:00:00,554.99,80.55,21.01
2023-03-03 15:00:00,563.39,76.19,21.99
2023-03-03 16:00:00,570.69,77.18,25.13
2023-03-03 17:00:00,545.5,79.28,21.35
2023-03-03 18:00:00,549.82,78.36,22.2
2023-03-03 19:00:00,510.15,80.03,23.59
2023-03-03 20:00:00,535.68,82.34,21.6
2023-03-03 21:00:00,530.41,78.79,20.35
2023-03-03 22:00:00,515.69,81.67,18.26
2023-03-03 23:00:00,526.11,76.28,17.75
2023-03-04 00:00:00,515.86,92.9,11.25
2023-03-04 01:00:00,476.79,85.62,11.72
2023-03-04 02:00:00,509.21,91.28,12.64
2023-03-04 03:00:00,488.99,89.21,11.19
2023-03-04 04:00:00,508.98,90.4,10.43
2023-03-04 05:00:00,483.18,91.9,11.2
2023-03-04 06:00:00,505.45,88.64,12.25
2023-03-04 07:00:00,505.05,84.05,12.43
2023-03-04 08:00:00,519.55,95.99,12.2
2023-03-04 09:00:00,523.6,92.57,11.66
2023-03-04 10:00:00,525.19,85.79,14.8
2023-03-04 11:00:00,513.33,88.65,13.66
2023-03-04 12:00:00,521.14,87.88,14.67
2023-03-04 13:00:00,540.56,80.5,13.88
2023-03-04 14:00:00,553.9,82.44,14.04
2023-03-04 15:00:00,547.96,82.87,15.55
2023-03-04 16:00:00,567.68,73.04,13.36
2023-03-04 17:00:00,553.4,79.14,13.29
2023-03-04 18:00:00,540.52,78.28,16.19
2023-03-04 19:00:00,546.53,83.85,14.97
2023-03-04 20:00:00,548.39,80.02,14.0
2023-03-04 21:00:00,543.15,77.91,11.71
2023-03-04 22:00:00,559.16,79.97,12.76
2023-03-04 23:00:00,513.59,90.01,11.94
2023-03-05 00:00:00,515.6,83.76,11.09
2023-03-05 01:00:00,517.07,89.12,11.2
2023-03-05 02:00:00,505.63,88.17,9.4
2023-03-05 03:00:00,495.41,94.44,8.57
2023-03-05 04:00:00,478.46,95.89,11.47
2023-03-05 05:00:00,494.75,92.65,11.51
2023-03-05 06:00:00,488.89,91.58,11.92
2023-03-05 07:00:00,483.4,91.22,12.95
2023-03-05 08:00:00,503.06,85.88,13.11
2023-03-05 09:00:00,506.02,91.01,14.78
2023-03-05 10:00:00,537.78,89.28,14.92
2023-03-05 11:00:00,545.39,84.21,14.05
2023-03-05 12:00:00,529.74,78.58,14.57
2023-03-05 13:00:00,545.42,83.65,14.96
2023-03-05 14:00:00,526.15,82.16,13.04
2023-03-05 15:00:00,549.67,80.72,16.05
2023-03-05 16:00:00,564.29,74.61,15.59
2023-03-05 17:00:00,569.96,78.66,12.7
2023-03-05 18:00:00,544.3,76.37,16.24
2023-03-05 19:00:00,566.48,80.3,13.46
2023-03-05 20:00:00,522.26,74.66,13.36
2023-03-05 21:00:00,519.56,83.37,12.83
2023-03-05 22:00:00,541.63,86.28,12.29
2023-03-05 23:00:00,548.69,83.34,14.9
2023-03-06 00:00:00,524.1,86.41,17.57
2023-03-06 01:00:00,510.08,89.81,17.01
2023-03-06 02:00:00,473.05,85.41,17.13
2023-03-06 03:00:00,472.58,88.95,15.98
2023-03-06 04:00:00,503.64,92.57,17.45
2023-03-06 05:00:00,497.04,99.82,16.42
2023-03-06 06:00:00,488.41,88.81,18.48
2023-03-06 07:00:00,510.28,98.46,17.25
2023-03-06 08:00:00,516.73,91.25,18.52
2023-03-06 09:00:00,535.89,90.54,18.79
2023-03-06 10:00:00,531.07,93.26,20.14
2023-03-06 11:00:00,554.8,94.15,19.36
2023-03-06 12:00:00,543.42,86.48,19.19
2023-03-06 13:00:00,547.59,87.01,22.21
2023-03-06 14:00:00,569.98,77.78,21.05
2023-03-06 15:00:00,542.41,77.49,25.08
2023-03-06 16:00:00,600.52,73.34,22.47
2023-03-06 17:00:00,563.22,75.47,23.45
2023-03-06 18:00:00,560.71,78.98,22.49
2023-03-06 19:00:00,558.58,78.02,20.22
2023-03-06 20:00:00,573.16,84.12,20.27
2023-03-06 21:00:00,550.16,86.53,20.89
2023-03-06 22:00:00,506.9,80.52,20.03
2023-03-06 23:00:00,544.67,80.55,19.54
2023-03-07 00:00:00,511.59,89.06,17.09
2023-03-07 01:00:00,512.29,91.5,18.1
2023-03-07 02:00:00,486.79,90.54,16.38
2023-03-07 03:00:00,510.81,93.13,18.21
2023-03-07 04:00:00,491.93,93.85,18.28
2023-03-07 05:00:00,503.91,89.27,15.75
2023-03-07 06:00:00,500.74,88.73,18.21
2023-03-07 07:00:00,538.17,92.55,17.19
2023-03-07 08:00:00,544.73,91.22,20.22
2023-03-07 09:00:00,522.43,91.63,18.65
2023-03-07 10:00:00,529.98,88.54,21.16
2023-03-07 11:00:00,530.78,81.11,22.39
2023-03-07 12:00:00,559.89,77.61,22.2
2023-03-07 13:00:00,544.38,85.51,23.63
2023-03-07 14:00:00,547.7,78.68,23.25
2023-03-07 15:00:00,571.76,78.53,24.88
2023-03-07 16:00:00,550.23,76.12,21.58
2023-03-07 17:00:00,557.02,74.08,22.14
2023-03-07 18:00:00,531.28,73.71,19.82
2023-03-07 19:00:00,561.27,80.84,21.14
2023-03-07 20:00:00,574.11,77.23,19.35
2023-03-07 21:00:00,549.09,81.56,18.34
2023-03-07 22:00:00,552.91,83.69,17.36
2023-03-07 23:00:00,510.93,84.04,17.93
2023-03-08 00:00:00,520.24,87.81,18.18
2023-03-08 01:00:00,496.53,87.12,17.98
2023-03-08 02:00:00,502.56,93.77,18.3
2023-03-08 03:00:00,514.5,93.54,18.13
2023-03-08 04:00:00,503.23,95.28,15.75
2023-03-08 05:00:00,481.22,89.44,16.51
2023-03-08 06:00:00,485.27,93.92,18.11
2023-03-08 07:00:00,488.58,86.3,18.75
2023-03-08 08:00:00,522.37,96.83,20.88
2023-03-08 09:00:00,552.69,88.48,19.65
2023-03-08 10:00:00,549.46,87.3,21.7
2023-03-08 11:00:00,507.94,82.28,21.33
2023-03-08 12:00:00,564.62,84.87,22.55
2023-03-08 13:00:00,563.36,81.99,23.06
2023-03-08 14:00:00,530.84,87.38,22.87
2023-03-08 15:00:00,552.54,82.35,21.83
2023-03-08 16:00:00,574.73,76.27,23.23
2023-03-08 17:00:00,565.85,71.44,23.37
2023-03-08 18:00:00,535.36,69.01,22.25
2023-03-08 19:00:00,559.87,73.68,18.18
2023-03-08 20:00:00,512.94,73.41,20.56
2023-03-08 21:00:00,534.93,80.56,20.81
2023-03-08 22:00:00,548.05,80.49,18.05
2023-03-08 23:00:00,523.9,82.99,19.78
2023-03-09 00:00:00,509.21,81.68,17.14
2023-03-09 01:00:00,524.02,87.6,17.02
2023-03-09 02:00:00,520.6,84.03,17.35
2023-03-09 03:00:00,522.57,90.35,15.89
2023-03-09 04:00:00,514.81,94.83,18.2
2023-03-09 05:00:00,518.63,91.45,18.92
2023-03-09 06:00:00,515.99,94.55,16.56
2023-03-09 07:00:00,513.28,85.81,18.28
2023-03-09 08:00:00,516.34,84.73,21.5
2023-03-09 09:00:00,518.17,91.8,21.32
2023-03-09 10:00:00,510.83,92.66,18.84
2023-03-09 11:00:00,522.05,86.24,22.9
2023-03-09 12:00:00,539.07,92.51,18.02
2023-03-09 13:00:00,552.94,77.88,23.34
2023-03-09 14:00:00,575.63,78.62,21.87
2023-03-09 15:00:00,556.46,79.83,23.55
2023-03-09 16:00:00,573.35,79.7,23.19
2023-03-09 17:00:00,573.78,75.23,22.76
2023-03-09 18:00:00,551.53,73.29,22.82
2023-03-09 19:00:00,559.63,79.44,20.9
2023-03-09 20:00:00,541.35,78.54,20.06
2023-03-09 21:00:00,558.1,78.14,21.12
2023-03-09 22:00:00,540.52,82.75,19.23
2023-03-09 23:00:00,505.77,82.45,17.82
2023-03-10 00:00:00,519.12,84.51,17.66
2023-03-10 01:00:00,535.4,86.45,17.08
2023-03-10 02:00:00,503.26,86.13,16.69
2023-03-10 03:00:00,509.63,87.43,17.53
2023-03-10 04:00:00,509.89,90.09,16.06
2023-03-10 05:00:00,486.86,92.84,19.23
2023-03-10 06:00:00,512.66,86.45,18.15
2023-03-10 07:00:00,488.39,96.03,16.3
2023-03-10 08:00:00,505.62,91.99,19.55
2023-03-10 09:00:00,537.86,86.93,18.88
2023-03-10 10:00:00,534.37,94.66,20.74
2023-03-10 11:00:00,531.81,87.22,21.32
2023-03-10 12:00:00,550.0,80.33,22.93
2023-03-10 13:00:00,548.42,88.43,23.4
2023-03-10 14:00:00,554.21,85.74,23.16
2023-03-10 15:00:00,566.94,76.16,25.29
2023-03-10 16:00:00,547.39,76.94,22.03
2023-03-10 17:00:00,558.2,75.67,24.24
2023-03-10 18:00:00,550.32,70.39,23.79
2023-03-10 19:00:00,526.92,78.41,21.9
2023-03-10 20:00:00,531.19,81.03,21.33
2023-03-10 21:00:00,561.8,81.64,21.14
